Day,death_cnt,case_cnt,daily_death,daily_cases,std_case_cnt,std_death_cnt,std_daily_death,std_daily_cases
2020-03-21,19.0,1277.0,7.0,334.0,0.0,0.0,0.0,0.0
2020-03-22,20.0,1469.0,1.0,192.0,0.0,0.0,0.0,0.0
2020-03-23,24.0,2088.0,4.0,619.0,0.0,0.0,0.0,0.0
2020-03-24,25.0,2790.0,1.0,702.0,0.0,0.0,0.0,0.0
2020-03-25,29.0,3251.0,4.0,461.0,0.0,0.0,0.0,0.0
2020-03-26,37.0,4042.0,8.0,791.0,0.0,0.0,0.0,0.0
2020-03-27,53.0,4682.0,16.0,640.0,0.0,0.0,0.0,0.0
2020-03-28,60.0,5576.0,7.0,894.0,0.0,0.0,0.0,0.0
2020-03-29,63.0,6280.0,3.0,704.0,0.0,0.0,0.0,0.0
2020-03-30,79.0,7398.0,16.0,1118.0,0.0,0.0,0.0,0.0
2020-03-31,100.0,8527.0,21.0,1129.0,0.0,0.0,0.0,0.0
2020-04-01,108.0,9560.0,8.0,1033.0,0.0,0.0,0.0,0.0
2020-04-02,138.0,11284.0,30.0,1724.0,0.0,0.0,0.0,0.0
2020-04-03,178.0,12437.0,40.0,1153.0,0.0,0.0,0.0,0.0
2020-04-04,217.0,12978.0,39.0,541.0,0.0,0.0,0.0,0.0
2020-04-05,258.0,15756.0,41.0,2778.0,0.0,0.0,0.0,0.0
2020-04-06,338.0,16563.0,80.0,807.0,0.0,0.0,0.0,0.0
2020-04-07,374.0,17872.0,36.0,1309.0,0.0,0.0,0.0,0.0
2020-04-08,406.0,19141.0,32.0,1269.0,0.0,0.0,0.0,0.0
2020-04-09,502.0,20654.0,96.0,1513.0,0.0,0.0,0.0,0.0
2020-04-10,556.0,22059.0,54.0,1405.0,0.0,0.0,0.0,0.0
2020-04-11,653.0,23316.0,97.0,1257.0,0.0,0.0,0.0,0.0
2020-04-12,713.0,24299.0,60.0,983.0,0.0,0.0,0.0,0.0
2020-04-13,780.0,25680.0,67.0,1381.0,0.0,0.0,0.0,0.0
2020-04-14,900.0,27035.0,120.0,1355.0,0.0,0.0,0.0,0.0
2020-04-15,1007.0,28209.0,107.0,1174.0,0.0,0.0,0.0,0.0
2020-04-16,1258.0,30809.0,251.0,2600.0,0.0,0.0,0.0,0.0
2020-04-17,1355.0,32814.0,97.0,2005.0,0.0,0.0,0.0,0.0
2020-04-18,1400.0,34356.0,45.0,1542.0,0.0,0.0,0.0,0.0
2020-04-19,1564.0,35633.0,164.0,1277.0,0.0,0.0,0.0,0.0
2020-04-20,1726.0,37658.0,162.0,2025.0,0.0,0.0,0.0,0.0
