Day,death_cnt,case_cnt,daily_death,daily_cases,std_case_cnt,std_death_cnt,std_daily_death,std_daily_cases
2020-02-27,2.0,38.0,0.0,20.0,0.0,0.0,0.0,0.0
2020-02-28,2.0,57.0,0.0,19.0,0.0,0.0,0.0,0.0
2020-02-29,2.0,100.0,0.0,43.0,0.0,0.0,0.0,0.0
2020-03-01,2.0,130.0,0.0,30.0,0.0,0.0,0.0,0.0
2020-03-02,3.0,191.0,1.0,61.0,0.0,0.0,0.0,0.0
2020-03-03,4.0,204.0,1.0,13.0,0.0,0.0,0.0,0.0
2020-03-04,4.0,285.0,0.0,81.0,0.0,0.0,0.0,0.0
2020-03-05,6.0,377.0,2.0,92.0,0.0,0.0,0.0,0.0
2020-03-06,9.0,653.0,3.0,276.0,0.0,0.0,0.0,0.0
2020-03-07,11.0,949.0,2.0,296.0,0.0,0.0,0.0,0.0
2020-03-08,19.0,1126.0,8.0,177.0,0.0,0.0,0.0,0.0
2020-03-09,19.0,1209.0,0.0,83.0,0.0,0.0,0.0,0.0
2020-03-10,33.0,1784.0,14.0,575.0,0.0,0.0,0.0,0.0
2020-03-11,48.0,2281.0,15.0,497.0,0.0,0.0,0.0,0.0
2020-03-12,48.0,2281.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,79.0,3661.0,31.0,1380.0,0.0,0.0,0.0,0.0
2020-03-14,91.0,4469.0,12.0,808.0,0.0,0.0,0.0,0.0
2020-03-15,91.0,4499.0,0.0,30.0,0.0,0.0,0.0,0.0
2020-03-16,148.0,6633.0,57.0,2134.0,0.0,0.0,0.0,0.0
2020-03-17,148.0,7652.0,0.0,1019.0,0.0,0.0,0.0,0.0
2020-03-18,148.0,9043.0,0.0,1391.0,0.0,0.0,0.0,0.0
2020-03-19,243.0,10871.0,95.0,1828.0,0.0,0.0,0.0,0.0
2020-03-20,450.0,12612.0,207.0,1741.0,0.0,0.0,0.0,0.0
2020-03-21,562.0,14282.0,112.0,1670.0,0.0,0.0,0.0,0.0
2020-03-22,674.0,16018.0,112.0,1736.0,0.0,0.0,0.0,0.0
2020-03-23,860.0,19856.0,186.0,3838.0,0.0,0.0,0.0,0.0
2020-03-24,1100.0,22304.0,240.0,2448.0,0.0,0.0,0.0,0.0
2020-03-25,1331.0,25233.0,231.0,2929.0,0.0,0.0,0.0,0.0
2020-03-26,1696.0,29155.0,365.0,3922.0,0.0,0.0,0.0,0.0
2020-03-27,1995.0,32964.0,299.0,3809.0,0.0,0.0,0.0,0.0
2020-03-28,2314.0,37575.0,319.0,4611.0,0.0,0.0,0.0,0.0
2020-03-29,2606.0,40174.0,292.0,2599.0,0.0,0.0,0.0,0.0
2020-03-30,3024.0,44550.0,418.0,4376.0,0.0,0.0,0.0,0.0
2020-03-31,3523.0,52128.0,499.0,7578.0,0.0,0.0,0.0,0.0
