Day,Continent,Country,Province,daily_deaths sim0,daily_deaths sim1,daily_deaths sim2,daily_deaths sim3,daily_deaths sim4,daily_deaths sim5,daily_deaths sim6,daily_deaths sim7,daily_deaths sim8,daily_deaths sim9,daily_deaths sim10,daily_deaths sim11,daily_deaths sim12,daily_deaths sim13,daily_deaths sim14,daily_deaths sim15,daily_deaths sim16,daily_deaths sim17,daily_deaths sim18,daily_deaths sim19,daily_deaths sim20,daily_deaths sim21,daily_deaths sim22,daily_deaths sim23,daily_deaths sim24,daily_deaths sim25,daily_deaths sim26,daily_deaths sim27,daily_deaths sim28,daily_deaths sim29,daily_deaths sim30,daily_deaths sim31,daily_deaths sim32,daily_deaths sim33,daily_deaths sim34,daily_deaths sim35,daily_deaths sim36,daily_deaths sim37,daily_deaths sim38,daily_deaths sim39,daily_deaths sim40,daily_deaths sim41,daily_deaths sim42,daily_deaths sim43,daily_deaths sim44,daily_deaths sim45,daily_deaths sim46,daily_deaths sim47,daily_deaths sim48,daily_deaths sim49,daily_deaths sim50,daily_deaths sim51,daily_deaths sim52,daily_deaths sim53,daily_deaths sim54,daily_deaths sim55,daily_deaths sim56,daily_deaths sim57,daily_deaths sim58,daily_deaths sim59,daily_deaths sim60,daily_deaths sim61,daily_deaths sim62,daily_deaths sim63,daily_deaths sim64,daily_deaths sim65,daily_deaths sim66,daily_deaths sim67,daily_deaths sim68,daily_deaths sim69,daily_deaths sim70,daily_deaths sim71,daily_deaths sim72,daily_deaths sim73,daily_deaths sim74,daily_deaths sim75,daily_deaths sim76,daily_deaths sim77,daily_deaths sim78,daily_deaths sim79,daily_deaths sim80,daily_deaths sim81,daily_deaths sim82,daily_deaths sim83,daily_deaths sim84,daily_deaths sim85,daily_deaths sim86,daily_deaths sim87,daily_deaths sim88,daily_deaths sim89,daily_deaths sim90,daily_deaths sim91,daily_deaths sim92,daily_deaths sim93,daily_deaths sim94,daily_deaths sim95,daily_deaths sim96,daily_deaths sim97,daily_deaths sim98,daily_deaths sim99
2020-05-11,North America,US,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-12,North America,US,Georgia,19.0,25.0,25.0,24.0,26.0,26.0,26.0,26.0,25.0,26.0,24.0,26.0,26.0,24.0,26.0,25.0,25.0,25.0,26.0,26.0,25.0,26.0,26.0,25.0,26.0,26.0,26.0,26.0,21.0,26.0,21.0,26.0,23.0,24.0,26.0,26.0,25.0,18.0,26.0,26.0,25.0,19.0,26.0,25.0,45.0,25.0,27.0,26.0,23.0,26.0,23.0,26.0,25.0,25.0,26.0,21.0,25.0,25.0,26.0,25.0,26.0,25.0,26.0,26.0,25.0,26.0,23.0,26.0,46.0,22.0,26.0,26.0,26.0,22.0,26.0,26.0,23.0,26.0,26.0,26.0,26.0,26.0,46.0,21.0,25.0,26.0,20.0,26.0,25.0,22.0,26.0,25.0,25.0,23.0,18.0,26.0,27.0,27.0,26.0,26.0
2020-05-13,North America,US,Georgia,19.0,24.0,24.0,24.0,26.0,24.0,25.0,24.0,25.0,25.0,23.0,25.0,25.0,24.0,25.0,24.0,23.0,25.0,25.0,24.0,23.0,25.0,25.0,25.0,25.0,25.0,26.0,24.0,21.0,25.0,20.0,25.0,22.0,24.0,25.0,25.0,23.0,17.0,25.0,24.0,25.0,19.0,25.0,25.0,46.0,25.0,26.0,24.0,21.0,26.0,22.0,25.0,25.0,25.0,25.0,19.0,25.0,24.0,25.0,25.0,26.0,25.0,25.0,25.0,25.0,24.0,22.0,25.0,45.0,21.0,24.0,25.0,25.0,21.0,25.0,25.0,22.0,25.0,24.0,25.0,26.0,25.0,46.0,20.0,25.0,25.0,19.0,25.0,25.0,22.0,24.0,24.0,23.0,22.0,16.0,25.0,25.0,27.0,25.0,24.0
2020-05-14,North America,US,Georgia,18.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,22.0,23.0,24.0,22.0,24.0,24.0,22.0,23.0,24.0,24.0,23.0,24.0,25.0,24.0,24.0,24.0,24.0,24.0,19.0,24.0,19.0,25.0,21.0,23.0,25.0,24.0,23.0,16.0,24.0,24.0,25.0,18.0,24.0,24.0,44.0,24.0,26.0,24.0,21.0,24.0,22.0,24.0,23.0,24.0,24.0,19.0,25.0,24.0,24.0,25.0,24.0,23.0,24.0,24.0,25.0,24.0,21.0,24.0,46.0,21.0,24.0,24.0,24.0,21.0,24.0,24.0,20.0,24.0,24.0,24.0,24.0,24.0,45.0,19.0,23.0,24.0,19.0,24.0,24.0,21.0,24.0,24.0,23.0,22.0,16.0,24.0,25.0,26.0,24.0,24.0
2020-05-15,North America,US,Georgia,16.0,22.0,22.0,21.0,24.0,23.0,23.0,23.0,23.0,24.0,21.0,23.0,24.0,22.0,24.0,22.0,21.0,22.0,23.0,23.0,22.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,19.0,22.0,18.0,23.0,20.0,22.0,23.0,23.0,21.0,15.0,23.0,23.0,23.0,17.0,24.0,22.0,44.0,23.0,24.0,24.0,20.0,23.0,20.0,23.0,23.0,22.0,24.0,17.0,23.0,22.0,24.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,20.0,23.0,44.0,19.0,24.0,23.0,23.0,19.0,22.0,23.0,20.0,23.0,23.0,23.0,24.0,23.0,45.0,18.0,22.0,23.0,16.0,23.0,23.0,19.0,24.0,23.0,22.0,20.0,14.0,23.0,23.0,24.0,23.0,23.0
2020-05-16,North America,US,Georgia,16.0,21.0,21.0,21.0,23.0,22.0,22.0,22.0,22.0,22.0,20.0,22.0,22.0,20.0,22.0,21.0,20.0,22.0,22.0,23.0,20.0,22.0,23.0,22.0,23.0,22.0,23.0,21.0,17.0,22.0,17.0,23.0,19.0,21.0,23.0,22.0,21.0,14.0,23.0,22.0,22.0,16.0,22.0,22.0,43.0,22.0,24.0,22.0,18.0,23.0,20.0,23.0,22.0,22.0,22.0,16.0,22.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,19.0,22.0,44.0,18.0,22.0,22.0,22.0,18.0,22.0,22.0,19.0,22.0,22.0,22.0,22.0,23.0,44.0,16.0,22.0,22.0,17.0,22.0,22.0,19.0,22.0,21.0,21.0,19.0,13.0,22.0,23.0,24.0,22.0,22.0
2020-05-17,North America,US,Georgia,15.0,21.0,21.0,20.0,22.0,22.0,22.0,21.0,21.0,22.0,19.0,21.0,22.0,20.0,22.0,21.0,19.0,21.0,21.0,21.0,20.0,21.0,22.0,21.0,21.0,21.0,22.0,21.0,17.0,22.0,16.0,22.0,18.0,20.0,21.0,22.0,19.0,13.0,21.0,22.0,22.0,15.0,22.0,20.0,43.0,22.0,23.0,21.0,18.0,22.0,19.0,21.0,21.0,21.0,22.0,16.0,21.0,20.0,22.0,22.0,22.0,21.0,22.0,21.0,22.0,21.0,18.0,22.0,44.0,17.0,21.0,22.0,21.0,17.0,21.0,22.0,18.0,22.0,22.0,21.0,22.0,21.0,44.0,16.0,20.0,21.0,15.0,22.0,21.0,17.0,21.0,21.0,20.0,19.0,12.0,22.0,22.0,24.0,21.0,21.0
2020-05-18,North America,US,Georgia,13.0,19.0,19.0,19.0,21.0,20.0,20.0,20.0,20.0,21.0,19.0,20.0,21.0,19.0,21.0,19.0,18.0,19.0,20.0,21.0,19.0,21.0,21.0,20.0,21.0,20.0,21.0,21.0,15.0,20.0,14.0,21.0,17.0,19.0,21.0,20.0,19.0,11.0,21.0,20.0,20.0,14.0,21.0,20.0,42.0,20.0,22.0,21.0,17.0,21.0,18.0,21.0,20.0,20.0,21.0,14.0,21.0,20.0,21.0,20.0,21.0,19.0,21.0,20.0,20.0,20.0,17.0,20.0,43.0,16.0,21.0,20.0,21.0,17.0,21.0,21.0,17.0,20.0,20.0,20.0,22.0,21.0,42.0,15.0,20.0,21.0,14.0,20.0,20.0,17.0,20.0,20.0,19.0,17.0,12.0,20.0,22.0,22.0,20.0,21.0
2020-05-19,North America,US,Georgia,13.0,19.0,19.0,18.0,21.0,19.0,20.0,19.0,19.0,20.0,17.0,20.0,20.0,18.0,21.0,19.0,18.0,19.0,20.0,19.0,19.0,20.0,20.0,20.0,19.0,20.0,20.0,19.0,15.0,19.0,14.0,20.0,17.0,18.0,20.0,20.0,17.0,11.0,20.0,20.0,20.0,13.0,20.0,19.0,41.0,20.0,21.0,19.0,16.0,20.0,17.0,19.0,19.0,19.0,20.0,14.0,20.0,19.0,20.0,20.0,21.0,19.0,19.0,19.0,20.0,19.0,16.0,20.0,42.0,15.0,19.0,19.0,20.0,15.0,19.0,19.0,16.0,20.0,19.0,19.0,20.0,20.0,42.0,13.0,19.0,19.0,13.0,20.0,19.0,16.0,20.0,19.0,18.0,16.0,10.0,20.0,20.0,21.0,19.0,19.0
2020-05-20,North America,US,Georgia,13.0,17.0,18.0,17.0,19.0,19.0,19.0,18.0,18.0,19.0,17.0,18.0,19.0,17.0,19.0,17.0,16.0,18.0,19.0,19.0,17.0,19.0,20.0,18.0,19.0,18.0,19.0,18.0,14.0,19.0,13.0,19.0,15.0,17.0,19.0,19.0,17.0,11.0,18.0,18.0,19.0,12.0,19.0,18.0,40.0,19.0,21.0,19.0,15.0,19.0,16.0,19.0,19.0,18.0,19.0,12.0,19.0,18.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,18.0,16.0,19.0,41.0,14.0,19.0,19.0,18.0,15.0,18.0,19.0,15.0,19.0,19.0,19.0,20.0,19.0,42.0,13.0,18.0,19.0,12.0,19.0,18.0,15.0,19.0,19.0,17.0,16.0,10.0,19.0,20.0,21.0,19.0,18.0
